id,name,platform_id,logo,description,created_at,website
16305,"Les services d'urgence Medic",0,None,None,"2014-10-31 06:05:25.168999",None
16306,"Hotel 2 Tango",0,None,None,"2014-10-31 06:05:30.256000",None
16307,"Studio de I'Est",0,None,None,"2014-10-31 06:05:30.486000",None
16308,"Paul Johnston Studio",0,None,None,"2014-10-31 06:05:30.842999",None
16309,"Studio 451 Inc.",0,None,None,"2014-10-31 06:05:30.974999",None
16310,"Vision Globale",0,None,None,"2014-10-31 06:05:31.188999",None
16311,"Studio Technicolor",0,None,None,"2014-10-31 06:05:31.308000",None
16312,"Wave London",0,None,None,"2014-10-31 06:05:31.747999",None
16313,"mouse-power GmbH",0,None,None,"2014-10-31 06:05:39.798000",None
16314,"Das HÃ¶rspielstudio XBerg GmbH",0,None,None,"2014-10-31 06:05:40.348000",None
16315,"Tonstudio Krauthausen GmbH",0,None,None,"2014-10-31 06:05:40.404000",None
16316,U-TRAX,0,None,None,"2014-10-31 06:05:43.540999",None
16317,Scillex,0,None,None,"2014-10-31 06:05:45.069000",None
16318,entalize,0,None,None,"2014-10-31 06:05:45.575999",None
16319,"Ubisoft South Korea",0,None,None,"2014-10-31 06:05:45.819999",None
16320,"Latis Global Communications",0,None,None,"2014-10-31 06:05:45.921999",None
16321,"Ubisoft Limited",0,None,None,"2014-10-31 06:05:46.395999",None
16322,"#30 Jutz Zollern Workroom",0,None,None,"2014-10-31 06:05:46.696000",None
16323,"Young Jump Animation",0,None,None,"2014-10-31 06:06:33.938999",None
16324,Cybersoft,19,None,None,"2014-10-31 15:29:22.529000",None
16325,Magifact,19,None,None,"2014-10-31 15:29:22.599999",None
16326,"Blue Turtle",19,None,None,"2014-10-31 15:29:22.651999",None
16327,"Denton Designs",15,None,None,"2014-10-31 15:48:54.829999",None
16328,ISCO,18,None,None,"2014-10-31 16:04:21.901999",None
16329,"Magic Bytes",16,None,None,"2014-10-31 16:37:36.168999",None
16330,RSP,13,None,None,"2014-10-31 16:41:59.203999",None
16331,"",0,None,None,"2017-03-27 16:33:07.126660",None
16332,"IronMonkey Studios",5,https://images.igdb.com/igdb/image/upload//n3kssdsjppfil0et83y3.png,"Based in Melbourne, IronMonkey Studios is comprised of some of Australia's most experienced creative development staff. The team draws upon a wealth of knowledge gained producing dozens of games, on formats ranging from the 8-bit era to the PS2 and beyond.
In 2010, IronMonkey Studios was acquired by publisher Electronic Arts to join its game development studio family. In July of 2012, the company was merged with fellow Australia game company Firemint to form the joint office FireMonkeys.","2014-11-01 04:52:28.259000",http://www.ironmonkeystudios.com
16333,M2H,14,https://images.igdb.com/igdb/image/upload//pby1hhkb8vfrurwt9vom.png,"M2H was officially founded in 2009 by two highly efficient indie game dev brothers Matt and Mike Hergaarden. M2H loves and specialises in innovative multiplayer games: better and easier multiplayer matchmaking, unique co-op gameplay and so on. They are most known for their multiplayer knowledge which is shared in various networking tutorials and showcased in their games such as Verdun, Crash Drive, and Cubelands.","2014-11-01 05:32:06.964999",http://www.m2h.nl/
16334,"Bandai Namco Games",20,None,None,"2014-11-01 07:11:18.180999",None
16335,Sos,3,None,None,"2014-11-01 07:31:47.201999",None
16336,"Team N+",0,None,None,"2014-11-01 07:35:29.331000",None
16337,SoftClub,0,None,None,"2014-11-01 07:35:29.401000",None
16338,"Game Audio Factory",0,None,None,"2014-11-01 07:35:31.980000",None
16339,"Sinfonia Pop Orchestra",0,None,None,"2014-11-01 07:35:32.911999",None
16340,"G.A.F. Ivry",0,None,None,"2014-11-01 07:35:33.710999",None
16341,"Musikart Studios",0,None,None,"2014-11-01 07:48:12.319999",None
16342,ESABU,0,None,None,"2014-11-01 07:48:12.523000",None
16343,"Nord Media Films Studio",0,None,None,"2014-11-01 07:48:12.605999",None
16344,"Project Sam",0,None,None,"2014-11-01 07:48:12.651999",None
16345,"East West",0,None,None,"2014-11-01 07:48:12.698999",None
16346,globalvoX,0,None,None,"2014-11-01 07:48:12.971999",None
16347,"Master Symphony Orchestra Valencia",0,None,None,"2014-11-01 07:48:13.461999",None
16348,"The Bratislawa Symphony Orchestra",0,None,None,"2014-11-01 07:48:13.700000",None
16349,"The Bratislawa Symphnoy Choir",0,None,None,"2014-11-01 07:48:13.744999",None
16350,"The Slovak National Symphony Orchestra",0,None,None,"2014-11-01 07:48:13.908999",None
16351,"Konami UK Studio",0,None,None,"2014-11-01 07:48:15.388000",None
16352,An.X,0,None,None,"2014-11-01 07:48:16.563999",None
16353,"Konami Digital Entertainment B.V.",0,None,None,"2014-11-01 07:48:17.099999",None
16354,"Konami Digital Entertainment Inc.",46,None,None,"2014-11-01 07:48:18.051000",None
16355,"Konami Digital Entertainment Co. Ltd.",12,None,None,"2014-11-01 07:48:21.828000",None
16356,"The Workshop Entertainment",0,None,None,"2014-11-01 07:48:46.801000",None
16357,Mozoo,0,None,None,"2014-11-01 07:48:51.289000",None
16358,"Casting Boat",0,None,None,"2014-11-01 07:48:51.329999",None
16359,"Forcewick Sound Design",0,None,None,"2014-11-01 07:48:51.375999",None
16360,"Nashville Music Scoring Orchestra",0,None,None,"2014-11-01 07:48:53.638999",None
16361,"Film Score LLC",0,None,None,"2014-11-01 07:48:53.687999",None
16362,"Arriba Entertainment",0,None,None,"2014-11-01 07:48:53.730999",None
16363,"Designware Co. Ltd.",0,None,None,"2014-11-01 07:48:54.167000",None
16364,"ZeniMax Australia",0,https://images.igdb.com/igdb/image/upload//svmx4lvwhx0ta5nuxt1g.png,"Zenimax Australia directly oversees sales, marketing and distribution for all Bethesda titles in Australia and New Zealand","2014-11-01 07:49:00.436000",None
16365,Playcast-media,6,None,None,"2014-11-01 07:56:12.247999",None
16366,A10,14,None,None,"2014-11-01 08:32:28.895999",None
16367,Russel,6,None,None,"2014-11-01 12:51:24.219000",None
16368,"Ion Storm Support",0,None,None,"2014-11-01 15:53:48.043999",None
16369,"IMGS, INC.",0,None,None,"2014-11-01 15:53:48.869999",None
16370,"Eidos Interactive US",6,None,None,"2014-11-01 15:53:49.112999",None
16371,"Eidos Interactive Europe",6,None,None,"2014-11-01 15:53:50.111000",None
16372,"Experimental Gameplay",3,None,None,"2014-11-02 06:04:13.345000",None
16373,"Gamebase Co., Ltd.",0,None,None,"2014-11-02 07:43:54.671999",None
16374,"Gamebase USA",0,None,None,"2014-11-02 07:43:54.710999",None
16375,"WOMB Music",0,None,None,"2014-11-02 08:29:31.859999",None
16376,"Bug-Tracker INC.",0,None,None,"2014-11-02 08:29:36.766999",None
16377,"Sega of Europe",13,None,None,"2014-11-02 08:29:38.625999",None
16378,"Sega UK",0,None,None,"2014-11-02 08:29:44.943000",None
16379,"Sega International",13,None,None,"2014-11-02 08:29:45.275000",None
16380,"Sega Germany",0,None,None,"2014-11-02 08:29:45.438999",None
16381,"Sega Spain",0,None,None,"2014-11-02 08:29:45.671999",None
16382,"Sega Benelux",0,None,None,"2014-11-02 08:29:45.865999",None
16383,"Sega France",0,None,None,"2014-11-02 08:29:46.023999",None
16384,"Sega Australia",0,None,None,"2014-11-02 08:29:46.446000",None
16385,Sanritsu,64,https://images.igdb.com/igdb/image/upload//wkjztgkozmoyzq5pbe6r.png,"Sanritsu Denki was the video game division of Sanritsu Electronics, co. Ltd.
It was contracted by Sega to port many of their games to home platforms, mainly the Sega Mega Drive, Sega Master System and Sega Game Gear.
It would later start a joint venture with Sega, SIMS.","2014-11-02 14:28:55.980000",None
16386,Macrospace,55,None,None,"2014-11-02 14:36:27.727999",None
16387,"Lost Boys Games",22,None,None,"2014-11-02 15:36:39.023999",None
16388,"Innocuous Games",6,None,None,"2014-11-02 16:11:57.674999",None
16389,"Active Enterprises",18,https://images.igdb.com/igdb/image/upload//vr1bpcinsagiz1lpqxjr.png,None,"2014-11-02 16:32:49.539999",None
16390,"Vblank Entertainment",6,None,None,"2014-11-02 16:57:07.019999",None
16391,"Recreational Brainware",29,None,None,"2014-11-02 18:29:49.293999",None
16392,"Minor Key Games",3,None,None,"2014-11-03 01:10:20.082999",None
16393,"Earbash Inc.",0,None,None,"2014-11-03 02:32:43.871999",None
16394,"The Research Centaur",0,None,None,"2014-11-03 02:32:43.944000",None
16395,"VMC Game Labs, Montreal",0,None,None,"2014-11-03 03:01:53.993999",None
16396,"Trias Digital",0,None,None,"2014-11-03 03:01:55.371000",None
16397,Eastworks,0,None,None,"2014-11-03 03:01:56.224999",None
16398,"Happy Feet Foley",0,None,None,"2014-11-03 03:01:58.875999",None
16399,"Guildhall Leisure Services Ltd.",16,None,None,"2014-11-03 03:41:18.051000",None
16400,"StarCraft, Inc.",27,None,None,"2014-11-03 04:46:05.944999",None
16401,G-Amusements,13,None,None,"2014-11-03 04:46:05.982000",None
16402,Gakken,13,None,None,"2014-11-03 04:46:06.017999",None
16403,"Focus Multimedia",6,None,None,"2014-11-03 05:31:58.414999",None
16404,"Citizen Software",33,None,None,"2014-11-03 14:08:51.348999",None
16405,Xilam,6,None,None,"2014-11-03 14:26:23.322999",None
16406,Mobliss,55,None,None,"2014-11-03 19:08:39.924999",None
16407,Darkblack,7,None,None,"2014-11-03 19:21:37.305000",None
16408,"Sapient Corporation",6,None,None,"2014-11-03 19:35:06.687000",None
16409,"GL33K, LLC",0,None,None,"2014-11-04 02:27:53.838000",None
16410,"Nintendo of Europe",20,https://images.igdb.com/igdb/image/upload//zbm2trlr5zakeyartql6.png,"European Subsidiary of Nintendo","2014-11-04 02:27:56.951999",http://www.nintendo.com/
16411,"Polyassets United Inc.",0,None,None,"2014-11-04 02:27:59.118999",None
16412,"SomaTone Audio",0,None,None,"2014-11-04 02:28:09.342999",None
16413,"Kylin Magical Image",0,None,None,"2014-11-04 02:28:11.864000",None
16414,"Little Red Zombies",0,None,None,"2014-11-04 02:28:11.904000",None
16415,"Xi'an Panish Informantion Technology",0,None,None,"2014-11-04 02:28:12.051000",None
16416,"Snark Co. Ltd",0,None,None,"2014-11-04 02:28:12.111000",None
16417,"The Third Floor Inc.",0,None,None,"2014-11-04 02:28:12.151000",None
16418,"TZWART Software",0,None,None,"2014-11-04 02:28:12.190000",None
16419,"Quantic Labs",0,None,None,"2014-11-04 02:28:12.252000",None
16420,"PitStop Productions",0,None,None,"2014-11-04 02:28:12.319999",None
16421,TecMagik,19,None,None,"2014-11-04 14:29:43.451999",None
16422,"Manley and Associates Inc",13,None,None,"2014-11-04 14:29:43.519000",None
16423,"Wanderlust Interactive",6,None,None,"2014-11-04 14:35:03.838000",None
16424,"Super Empire",6,None,None,"2014-11-04 14:46:15.700999",None
16425,"Ravensburger Interactive Media",6,None,None,"2014-11-04 14:50:26.969000",None
16426,"DePaul University students",6,None,None,"2014-11-04 16:35:15.526000",None
16427,"Kokopeli Digital Studios",7,None,None,"2014-11-05 06:06:27.558000",None
16428,"Viacom Entertainment Group",0,None,None,"2014-11-05 10:30:38.296999",None
16429,"Corbis Images",0,None,None,"2014-11-05 10:30:38.726000",None
16430,"Shooting Star",0,None,None,"2014-11-05 10:30:38.835000",None
16431,"Synapse Films",0,None,None,"2014-11-05 10:30:38.891000",None
16432,"Sessing Music Services",0,None,None,"2014-11-05 10:30:39.184999",None
16433,"PTD Guideline Compliance",0,None,None,"2014-11-05 10:33:47.519000",None
16434,"Mario Kart Band",0,None,None,"2014-11-05 10:33:49.910000",None
16435,"Necrophone Games",48,None,None,"2014-11-05 14:57:32.732000",None
16436,"Adult Swim",82,None,None,"2014-11-05 14:57:32.831000",None
16437,"Bojan Brbora",6,None,None,"2014-11-05 15:08:39.940999",None
16438,"4PM GAME",6,None,None,"2014-11-05 15:08:39.986999",None
16439,"Limasse Five",6,None,None,"2014-11-05 15:18:09.492000",None
16440,"Superflat Games",3,None,None,"2014-11-05 15:37:25.683000",None
16441,"Curve Studios",3,None,None,"2014-11-05 15:37:25.753000",None
16442,Equilibrium,18,None,None,"2014-11-05 17:19:58.586999",None
16443,"WJS Design",6,None,None,"2014-11-05 17:29:11.411999",None
16444,"Infinitap Games",3,None,None,"2014-11-06 01:28:03.022000",None
16445,"Derek Yu",6,None,None,"2014-11-06 15:45:05.217999",None
16446,"Eyebrow Interactive",3,None,None,"2014-11-06 15:53:55.819000",None
16447,"Bruno R. Marcos",6,None,None,"2014-11-06 16:07:37.227999",None
16448,LSP,6,None,None,"2014-11-06 19:42:26.431999",None
16449,Similis,7,None,None,"2014-11-06 19:47:52.256000",None
16450,"TNX Music Recordings",20,None,None,"2014-11-07 03:03:12.997999",None
16451,"Software Projects",15,None,None,"2014-11-07 03:26:30.460000",None
16452,Tynesoft,16,None,None,"2014-11-07 03:26:30.507999",None
16453,"Software Project",0,None,None,"2014-11-07 03:26:30.548000",None
16454,Experis,0,None,None,"2014-11-07 05:24:37.346999",None
16455,"Bristol/London Music Production Unit",0,None,None,"2014-11-07 05:24:49.003999",None
16456,"Los Angles/ Seattle/ Tokyo Music Production Unit",0,None,None,"2014-11-07 05:24:53.200000",None
16457,"Cynergy Systems Inc",0,None,None,"2014-11-07 05:25:04.698999",None
16458,"The Sequence Group",0,None,None,"2014-11-07 05:25:04.885999",None
16459,"PlayStation C.A.M.P.",0,None,None,"2014-11-07 18:59:50.615999",None
16460,"Zener Works Inc.",0,None,None,"2014-11-07 18:59:53.309999",None
16461,"Bacteria Inc.",0,None,None,"2014-11-07 18:59:53.403000",None
16462,"Otogi LLC",0,None,None,"2014-11-07 18:59:53.506999",None
16463,Swing,0,None,None,"2014-11-07 18:59:53.601000",None
16464,"Masatsugu Shinozaki Group",0,None,None,"2014-11-07 18:59:54.510999",None
16465,Disastercake,3,https://images.igdb.com/igdb/image/upload//kpexhkbbmscpef5un8dp.png,"Disastercake is an indie game development company dedicated to perfecting a blend of sweet Eastern art styles with awesome Westernized gameplay.  The company was unofficially founded inside the brain of Mike Gale around 2008, and officially founded by him in 2013.  After over 5 years of sweat, tears, and the consumption of countless 10 cent ramen packagesâ¦ the dream is finally becoming reality.  You can find further reading on this juicy topic here: âShort Story of Mike Gale and Soul Sagaâ","2014-11-08 01:25:37.868000",http://www.disastercake.com/
16466,"Havas Interactive",6,None,None,"2014-11-08 02:04:35.326999",None
16467,PQube,6,https://images.igdb.com/igdb/image/upload//nf6fnmqcmxfmjmk83xvv.png,"PQube is a publisher and distributor of video games for PlayStation 4, Xbox One, PlayStation 3, Xbox 360, PS Vita, Nintendo 3DS, Nintendo Wii and Windows PC.","2014-11-08 04:29:50.009999",http://www.pqube.co.uk/
16468,"N3V Games",6,None,None,"2014-11-08 04:29:50.049999",None
16469,"H2 Interactive",6,None,None,"2014-11-08 04:29:50.088000",None
16470,"Aldorlea Games",6,https://images.igdb.com/igdb/image/upload//etra8hjzhx8ogkpjm74i.png,"Aldorlea Games has set one very goal: to bring you an unforgettable and rich gaming experience in the vein of those classics. 

Aldorlea Games is an independent company specialized in casual RPG, old-school RPG, retro gaming and adventure games.","2014-11-08 11:23:28.730999",http://www.aldorlea.org/
16471,Kouyousha,7,None,None,"2014-11-08 14:51:23.974999",None
16472,"Vertigo Games",6,None,None,"2014-11-09 15:49:26.457000",None
16473,"",0,None,None,"2017-03-27 16:33:08.111341",None
16474,Bootleg,0,None,None,"2014-11-09 20:02:02.775000",None
16475,"Open Corp",13,None,None,"2014-11-09 20:02:03.464999",None
16476,"Aventurine SA",0,None,None,"2014-11-10 04:15:52.967999",None
16477,Aventurine,6,None,None,"2014-11-10 04:15:53.628000",None
16478,"Aventurine SA",6,None,None,"2014-11-10 04:15:54.447999",None
16479,"SRD Co., Ltd.",0,None,None,"2014-11-10 08:55:10.190999",None
16480,"Mox Co., Ltd.",0,None,None,"2014-11-10 08:55:10.328999",None
16481,Kenproduction,0,None,None,"2014-11-10 08:55:10.431999",None
16482,"Light Weight",8,None,None,"2014-11-11 03:09:51.440999",None
16483,"SCE Australia",8,None,None,"2014-11-12 07:06:23.168999",None
16484,"Wild Shadow Studios",82,None,None,"2014-11-12 15:06:41.642999",None
16485,Kabam,82,https://images.igdb.com/igdb/image/upload//f8bripa2jatc0zrggmds.png,"A publisher focused on free to play games with micro transactions. Mainly focusing on games available to play in browsers and mobile devices.","2014-11-12 15:06:41.688999",http://corporate.kabam.com/company/
16486,Micronics,18,None,None,"2014-11-12 23:24:05.614000",None
16487,"Midway Studios San Diego",8,None,"Midway Studios - San Diego, was the main development division of Midway Games, Inc. The studio was acquired by THQ in August 2009.","2014-11-13 05:59:15.121999",None
16488,"Soft Bank",3,None,None,"2014-11-13 05:59:15.171999",None
16489,"Art Data Interactive",3,None,None,"2014-11-13 05:59:15.217000",None
16490,"Bashou House",3,None,None,"2014-11-13 05:59:15.257999",None
16491,"Lion Entertainment",6,https://images.igdb.com/igdb/image/upload//adxzpcfvuauywzi7akit.png,None,"2014-11-13 06:15:51.803999",None
16492,"Digital CafÃ©",13,None,None,"2014-11-13 06:47:32.684999",None
16493,Ralston-Purina,13,None,None,"2014-11-13 06:47:32.724999",None
16494,"SoMa Play",6,https://images.igdb.com/igdb/image/upload//hdsgifg1rrln7vdqav7h.png,"Founded in 2013, SoMa Play Inc. develops standout AAA multiplayer games for next-generation mobile, handheld and console platforms. Headquartered in San Francisco, the company operates worldwide; partnering with intellectual property holders, publishers and renowned entertainment brands.","2014-11-13 13:23:13.815999",http://www.soma-play.com/
16495,Mirrorsoft,13,None,"Founded by Jim Mackonochie and Robert Maxwell. Bought by Acclaim Entertainment in 1992 and renamed to Arena Entertainment","2014-11-13 21:25:49.980999",None
16496,AcademySoft,13,None,None,"2014-11-13 21:25:50.040999",None
16497,Tandy,13,None,None,"2014-11-13 21:25:50.099999",None
16498,"DR Korea",13,None,None,"2014-11-13 21:25:50.145999",None
16499,"Alexey Pajitnov",13,None,None,"2014-11-13 21:25:50.181999",None
